epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,38.0547,0.24564,0.24367,0.82753,0.96242,0.99034,0.99175,0.91458,0.16579,0.16996,0.80154,0.000463682,0.000463682,0.000463682
